Id;Question;Chart
9947;Considering the common semantics for entropy variable, dummification would be the most adequate encoding.;'BankNoteAuthentication_histograms'
9948;Considering the common semantics for skewness and variance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9949;Considering the common semantics for curtosis and variance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9950;Considering the common semantics for entropy and variance variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9951;Considering the common semantics for variance and skewness variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9952;Considering the common semantics for curtosis and skewness variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9953;Considering the common semantics for entropy and skewness variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9954;Considering the common semantics for variance and curtosis variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9955;Considering the common semantics for skewness and curtosis variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9956;Considering the common semantics for entropy and curtosis variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9957;Considering the common semantics for variance and entropy variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9958;Considering the common semantics for skewness and entropy variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9959;Considering the common semantics for curtosis and entropy variables, dummification if applied would increase the risk of facing the curse of dimensionality.;'BankNoteAuthentication_histograms'
9960;Balancing this dataset would be mandatory to improve the results.;'BankNoteAuthentication_class_histogram'
9961;Balancing this dataset by SMOTE would most probably be preferable over undersampling.;'BankNoteAuthentication_nr_records_nr_variables'
9962;Balancing this dataset by SMOTE would be riskier than oversampling by replication.;'BankNoteAuthentication_scatter-plots'
9963;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.;'BankNoteAuthentication_correlation_heatmap'
9964;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.;'BankNoteAuthentication_boxplots'
9965;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.;'BankNoteAuthentication_boxplots'
9966;Variables skewness and variance seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9967;Variables curtosis and variance seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9968;Variables entropy and variance seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9969;Variables variance and skewness seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9970;Variables curtosis and skewness seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9971;Variables entropy and skewness seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9972;Variables variance and curtosis seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9973;Variables skewness and curtosis seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9974;Variables entropy and curtosis seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9975;Variables variance and entropy seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9976;Variables skewness and entropy seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9977;Variables curtosis and entropy seem to be useful for classification tasks.;'BankNoteAuthentication_correlation_heatmap'
9978;Variable variance seems to be relevant for the majority of mining tasks.;'BankNoteAuthentication_correlation_heatmap'
9979;Variable skewness seems to be relevant for the majority of mining tasks.;'BankNoteAuthentication_correlation_heatmap'
9980;Variable curtosis seems to be relevant for the majority of mining tasks.;'BankNoteAuthentication_correlation_heatmap'
9981;Variable entropy seems to be relevant for the majority of mining tasks.;'BankNoteAuthentication_correlation_heatmap'
9982;Variable variance is one of the most relevant variables.;'BankNoteAuthentication_decision_tree'
9983;Variable skewness is one of the most relevant variables.;'BankNoteAuthentication_decision_tree'
9984;Variable curtosis is one of the most relevant variables.;'BankNoteAuthentication_decision_tree'
9985;Variable entropy is one of the most relevant variables.;'BankNoteAuthentication_decision_tree'
9986;It is possible to state that variance is the first most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9987;It is possible to state that skewness is the first most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9988;It is possible to state that curtosis is the first most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9989;It is possible to state that entropy is the first most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9990;It is possible to state that variance is the second most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9991;It is possible to state that skewness is the second most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9992;It is possible to state that curtosis is the second most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9993;It is possible to state that entropy is the second most discriminative variable regarding the class.;'BankNoteAuthentication_decision_tree'
9994;The variable variance discriminates between the target values, as shown in the decision tree.;'BankNoteAuthentication_decision_tree'
9995;The variable skewness discriminates between the target values, as shown in the decision tree.;'BankNoteAuthentication_decision_tree'
9996;The variable curtosis discriminates between the target values, as shown in the decision tree.;'BankNoteAuthentication_decision_tree'
9997;The variable entropy discriminates between the target values, as shown in the decision tree.;'BankNoteAuthentication_decision_tree'
9998;The variable variance seems to be one of the two most relevant features.;'BankNoteAuthentication_decision_tree'
9999;The variable skewness seems to be one of the two most relevant features.;'BankNoteAuthentication_decision_tree'
10000;The variable curtosis seems to be one of the two most relevant features.;'BankNoteAuthentication_decision_tree'
10001;The variable entropy seems to be one of the two most relevant features.;'BankNoteAuthentication_decision_tree'
10002;The variable variance seems to be one of the three most relevant features.;'BankNoteAuthentication_decision_tree'
10003;The variable skewness seems to be one of the three most relevant features.;'BankNoteAuthentication_decision_tree'
10004;The variable curtosis seems to be one of the three most relevant features.;'BankNoteAuthentication_decision_tree'
10005;The variable entropy seems to be one of the three most relevant features.;'BankNoteAuthentication_decision_tree'
10006;The variable variance seems to be one of the four most relevant features.;'BankNoteAuthentication_decision_tree'
10007;The variable skewness seems to be one of the four most relevant features.;'BankNoteAuthentication_decision_tree'
10008;The variable curtosis seems to be one of the four most relevant features.;'BankNoteAuthentication_decision_tree'
10009;The variable entropy seems to be one of the four most relevant features.;'BankNoteAuthentication_decision_tree'
10010;The variable variance seems to be one of the five most relevant features.;'BankNoteAuthentication_decision_tree'
10011;The variable skewness seems to be one of the five most relevant features.;'BankNoteAuthentication_decision_tree'
