Question;Chart
One of the variables SepalWidthCm or SepalLengthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables PetalLengthCm or SepalLengthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables PetalWidthCm or SepalLengthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables SepalLengthCm or SepalWidthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables PetalLengthCm or SepalWidthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables PetalWidthCm or SepalWidthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables SepalLengthCm or PetalLengthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables SepalWidthCm or PetalLengthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables PetalWidthCm or PetalLengthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables SepalLengthCm or PetalWidthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables SepalWidthCm or PetalWidthCm can be discarded without losing information.;'Iris_correlation_heatmap'
One of the variables PetalLengthCm or PetalWidthCm can be discarded without losing information.;'Iris_correlation_heatmap'
The existence of outliers is one of the problems to tackle in this dataset.; 'Iris_histograms_numeric'
The boxplots presented show a large number of outliers for most of the numeric variables.;'Iris_boxplots'
The histograms presented show a large number of outliers for most of the numeric variables.; 'Iris_histograms_numeric'
At least 50 of the variables present outliers.; 'Iris_histograms_numeric'
At least 60 of the variables present outliers.; 'Iris_histograms_numeric'
At least 75 of the variables present outliers.;'Iris_boxplots'
At least 85 of the variables present outliers.; 'Iris_histograms_numeric'
Variable SepalLengthCm presents some outliers.;'Iris_boxplots'
Variable SepalWidthCm presents some outliers.;'Iris_boxplots'
Variable PetalLengthCm presents some outliers.; 'Iris_histograms_numeric'
Variable PetalWidthCm presents some outliers.; 'Iris_histograms_numeric'
Variable SepalLengthCm doesn’t have any outliers.; 'Iris_histograms_numeric'
Variable SepalWidthCm doesn’t have any outliers.;'Iris_boxplots'
Variable PetalLengthCm doesn’t have any outliers.; 'Iris_histograms_numeric'
Variable PetalWidthCm doesn’t have any outliers.; 'Iris_histograms_numeric'
Variable SepalLengthCm shows some outlier values.; 'Iris_histograms_numeric'
Variable SepalWidthCm shows some outlier values.; 'Iris_histograms_numeric'
Variable PetalLengthCm shows some outlier values.;'Iris_boxplots'
Variable PetalWidthCm shows some outlier values.; 'Iris_histograms_numeric'
Variable SepalLengthCm shows a high number of outlier values.;'Iris_boxplots'
Variable SepalWidthCm shows a high number of outlier values.;'Iris_boxplots'
Variable PetalLengthCm shows a high number of outlier values.;'Iris_boxplots'
Variable PetalWidthCm shows a high number of outlier values.; 'Iris_histograms_numeric'
Outliers seem to be a problem in the dataset.;'Iris_boxplots'
It is clear that variable SepalWidthCm shows some outliers, but we can’t be sure of the same for variable SepalLengthCm.; 'Iris_histograms_numeric'
It is clear that variable PetalLengthCm shows some outliers, but we can’t be sure of the same for variable SepalLengthCm.;'Iris_boxplots'
It is clear that variable PetalWidthCm shows some outliers, but we can’t be sure of the same for variable SepalLengthCm.; 'Iris_histograms_numeric'
It is clear that variable SepalLengthCm shows some outliers, but we can’t be sure of the same for variable SepalWidthCm.; 'Iris_histograms_numeric'
It is clear that variable PetalLengthCm shows some outliers, but we can’t be sure of the same for variable SepalWidthCm.;'Iris_boxplots'
It is clear that variable PetalWidthCm shows some outliers, but we can’t be sure of the same for variable SepalWidthCm.;'Iris_boxplots'
It is clear that variable SepalLengthCm shows some outliers, but we can’t be sure of the same for variable PetalLengthCm.; 'Iris_histograms_numeric'
It is clear that variable SepalWidthCm shows some outliers, but we can’t be sure of the same for variable PetalLengthCm.;'Iris_boxplots'
It is clear that variable PetalWidthCm shows some outliers, but we can’t be sure of the same for variable PetalLengthCm.;'Iris_boxplots'
It is clear that variable SepalLengthCm shows some outliers, but we can’t be sure of the same for variable PetalWidthCm.;'Iris_boxplots'
It is clear that variable SepalWidthCm shows some outliers, but we can’t be sure of the same for variable PetalWidthCm.;'Iris_boxplots'
It is clear that variable PetalLengthCm shows some outliers, but we can’t be sure of the same for variable PetalWidthCm.;'Iris_boxplots'
Those boxplots show that the data is not normalized.;'Iris_boxplots'
Variable SepalLengthCm is balanced.;'Iris_histograms_numeric'
Variable SepalWidthCm is balanced.; 'Iris_boxplots'
Variable PetalLengthCm is balanced.;'Iris_histograms_numeric'
Variable PetalWidthCm is balanced.;'Iris_histograms_numeric'
The variable SepalLengthCm can be seen as ordinal without losing information.; 'Iris_histograms'
The variable SepalWidthCm can be seen as ordinal without losing information.; 'Iris_histograms'
The variable PetalLengthCm can be seen as ordinal without losing information.; 'Iris_histograms'
The variable PetalWidthCm can be seen as ordinal without losing information.; 'Iris_histograms'
The variable SepalLengthCm can be seen as ordinal.; 'Iris_histograms'
The variable SepalWidthCm can be seen as ordinal.; 'Iris_histograms'
The variable PetalLengthCm can be seen as ordinal.; 'Iris_histograms'
The variable PetalWidthCm can be seen as ordinal.; 'Iris_histograms'
All variables, but the class, should be dealt with as numeric.; 'Iris_histograms'
All variables, but the class, should be dealt with as binary.; 'Iris_histograms'
All variables, but the class, should be dealt with as date.; 'Iris_histograms'
All variables, but the class, should be dealt with as symbolic.; 'Iris_histograms'
The intrinsic dimensionality of this dataset is 100.;'Iris_correlation_heatmap'
The intrinsic dimensionality of this dataset is 91.;'Iris_correlation_heatmap'
The intrinsic dimensionality of this dataset is 44.;'Iris_correlation_heatmap'
The intrinsic dimensionality of this dataset is 21.;'Iris_correlation_heatmap'
The intrinsic dimensionality of this dataset is 29.;'Iris_correlation_heatmap'
We face the curse of dimensionality when training a classifier with this dataset.;'Iris_nr_records_nr_variables'
Given the number of records and that some variables are numeric, we might be facing the curse of dimensionality.;'Iris_nr_records_nr_variables'
Given the number of records and that some variables are binary, we might be facing the curse of dimensionality.;'Iris_nr_records_nr_variables'
Given the number of records and that some variables are date, we might be facing the curse of dimensionality.;'Iris_nr_records_nr_variables'
Given the number of records and that some variables are symbolic, we might be facing the curse of dimensionality.;'Iris_nr_records_nr_variables'
Considering that A=True<=>Total phenols<=2.36 and B=True<=>Proanthocyanins<=1.58, it is possible to state that Naive Bayes algorithm classifies (A,B), as 1.;'Wine_decision_tree'
Considering that A=True<=>Total phenols<=2.36 and B=True<=>Proanthocyanins<=1.58, it is possible to state that Naive Bayes algorithm classifies (not A, B), as 1.;'Wine_decision_tree'
Considering that A=True<=>Total phenols<=2.36 and B=True<=>Proanthocyanins<=1.58, it is possible to state that Naive Bayes algorithm classifies (A, not B), as 1.;'Wine_decision_tree'
Considering that A=True<=>Total phenols<=2.36 and B=True<=>Proanthocyanins<=1.58, it is possible to state that Naive Bayes algorithm classifies (not A, not B), as 1.;'Wine_decision_tree'
Considering that A=True<=>Total phenols<=2.36 and B=True<=>Proanthocyanins<=1.58, it is possible to state that Naive Bayes algorithm classifies (A,B), as 2.;'Wine_decision_tree'
Considering that A=True<=>Total phenols<=2.36 and B=True<=>Proanthocyanins<=1.58, it is possible to state that Naive Bayes algorithm classifies (not A, B), as 2.;'Wine_decision_tree'
Considering that A=True<=>Total phenols<=2.36 and B=True<=>Proanthocyanins<=1.58, it is possible to state that Naive Bayes algorithm classifies (A, not B), as 2.;'Wine_decision_tree'
