Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,No,33,Yes,Artist,9.0,Low,1.0,Cat_6,A
Male,No,22,No,Doctor,0.0,Low,3.0,Cat_6,A
Female,No,27,No,Engineer,0.0,Low,2.0,Cat_6,A
Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,A
Male,No,25,No,Doctor,8.0,Low,4.0,Cat_6,A
Female,No,32,No,Marketing,,Low,1.0,Cat_4,D
Male,Yes,85,Yes,Lawyer,,Low,1.0,Cat_6,B
Male,No,29,Yes,Healthcare,,Low,,Cat_6,D
Male,Yes,56,Yes,Lawyer,0.0,Low,4.0,Cat_6,B
Male,Yes,52,Yes,Artist,0.0,Average,3.0,Cat_2,A
Female,No,25,No,Healthcare,,Low,5.0,Cat_6,A
Female,Yes,65,Yes,Artist,,Average,2.0,Cat_3,D
Female,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6,D
Male,Yes,36,Yes,Doctor,2.0,Average,2.0,Cat_6,A
Female,No,36,Yes,Engineer,4.0,Low,1.0,Cat_7,A
Male,Yes,71,Yes,Lawyer,1.0,High,3.0,Cat_6,A
Female,Yes,55,Yes,Artist,0.0,Low,2.0,Cat_6,B
Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
Male,Yes,41,No,Artist,0.0,Average,2.0,Cat_6,C
Male,No,42,Yes,Artist,1.0,Low,1.0,Cat_2,C
Male,Yes,35,Yes,Doctor,,Low,2.0,Cat_6,A
Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_1,C
Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,A
Female,No,40,Yes,Doctor,1.0,Low,1.0,Cat_6,C
Female,No,29,Yes,Healthcare,3.0,Low,6.0,Cat_6,D
Male,,62,Yes,Artist,1.0,Average,3.0,Cat_6,A
Male,Yes,89,Yes,Lawyer,0.0,Low,2.0,Cat_6,D
Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
Male,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,A
Male,Yes,45,Yes,Executive,0.0,High,4.0,Cat_6,A
Male,No,26,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,Yes,55,Yes,,1.0,Low,2.0,Cat_6,B
Female,Yes,52,Yes,Artist,1.0,Average,5.0,Cat_6,C
Male,Yes,43,Yes,Artist,5.0,Average,2.0,Cat_6,C
Male,No,35,Yes,Artist,1.0,Low,1.0,Cat_6,D
Male,Yes,73,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
Male,No,41,Yes,Artist,4.0,Low,3.0,Cat_6,D
Male,No,27,Yes,Healthcare,,Low,1.0,Cat_6,B
Male,Yes,35,Yes,Entertainment,6.0,Low,3.0,Cat_6,D
Female,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,D
Male,No,41,Yes,,,Low,1.0,Cat_6,C
Male,No,53,No,Artist,1.0,Low,,Cat_4,A
Male,No,42,No,Engineer,0.0,Low,,Cat_6,B
Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_6,A
Male,Yes,38,No,Entertainment,0.0,Low,2.0,Cat_6,D
Male,Yes,25,Yes,Doctor,1.0,Low,3.0,Cat_6,D
Female,Yes,40,Yes,Artist,7.0,Average,3.0,Cat_4,D
Female,Yes,55,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
Female,No,29,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Female,Yes,39,Yes,Artist,2.0,Low,1.0,Cat_6,A
Male,Yes,50,No,Doctor,1.0,Average,3.0,Cat_6,C
Female,Yes,61,Yes,Artist,1.0,Average,2.0,Cat_6,D
Male,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,No,40,Yes,Entertainment,1.0,Low,3.0,Cat_1,D
Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,C
Male,No,27,No,Entertainment,5.0,Low,3.0,Cat_6,D
Male,No,35,Yes,Artist,,Low,1.0,Cat_6,B
Male,Yes,56,Yes,Artist,,Average,2.0,Cat_6,A
Female,Yes,36,Yes,Artist,,Low,2.0,Cat_6,B
Male,Yes,32,No,Doctor,9.0,Low,2.0,Cat_2,C
Female,Yes,85,Yes,Lawyer,1.0,Low,2.0,Cat_6,A
Female,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_1,C
Female,No,41,Yes,Artist,8.0,Low,2.0,Cat_6,A
Male,Yes,42,No,Executive,5.0,High,4.0,Cat_6,C
Female,No,30,Yes,Marketing,0.0,Low,6.0,Cat_6,A
Male,Yes,42,Yes,Executive,,High,5.0,Cat_6,D
Female,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,A
Female,No,25,No,Healthcare,,Low,5.0,Cat_7,D
Male,Yes,60,Yes,Executive,4.0,High,4.0,Cat_6,A
Male,No,18,No,Healthcare,2.0,Low,5.0,Cat_6,D
Male,Yes,36,Yes,Executive,0.0,Average,4.0,Cat_6,D
Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,B
Male,Yes,42,Yes,Executive,1.0,High,3.0,Cat_6,D
Male,Yes,42,No,Artist,1.0,Average,5.0,Cat_4,A
Female,Yes,39,Yes,Entertainment,,Average,2.0,Cat_2,B
Female,Yes,62,Yes,Doctor,1.0,Low,2.0,Cat_7,D
Male,Yes,47,Yes,Executive,0.0,High,4.0,,A
Male,Yes,39,Yes,Artist,,Low,3.0,Cat_6,A
Female,Yes,25,Yes,Artist,3.0,High,2.0,Cat_6,D
Female,No,27,Yes,Artist,1.0,Low,4.0,Cat_6,D
Female,,31,No,Doctor,0.0,Low,4.0,Cat_6,D
Male,Yes,36,Yes,Artist,0.0,Low,4.0,Cat_6,D
Male,Yes,51,Yes,Entertainment,3.0,Low,3.0,Cat_6,C
Male,Yes,63,Yes,Entertainment,,Low,1.0,Cat_6,A
Male,No,40,Yes,Artist,,Low,4.0,Cat_6,A
Male,No,22,No,Doctor,1.0,Low,,Cat_6,D
Male,Yes,52,Yes,Artist,9.0,Low,1.0,Cat_6,B
Male,Yes,89,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
Female,Yes,65,No,Lawyer,,High,3.0,Cat_6,A
Male,Yes,48,Yes,Artist,,Average,4.0,Cat_7,C
Male,Yes,48,Yes,Healthcare,1.0,Average,4.0,Cat_6,A
Male,No,31,Yes,Healthcare,8.0,Low,1.0,Cat_6,B
Female,Yes,62,Yes,Artist,,Average,2.0,Cat_6,B
Male,Yes,58,Yes,Executive,0.0,Average,4.0,Cat_6,A
Male,Yes,60,Yes,Artist,0.0,Low,3.0,Cat_6,B
Male,No,19,No,Healthcare,,Low,4.0,Cat_6,D
Male,No,18,No,Healthcare,14.0,Low,,Cat_6,A
Male,Yes,48,Yes,Doctor,1.0,Average,3.0,Cat_6,B
Male,No,35,Yes,Doctor,5.0,Low,1.0,Cat_6,A
Male,No,27,Yes,Doctor,,Low,3.0,Cat_6,B
Male,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6,C
Male,No,32,No,Entertainment,0.0,Low,1.0,Cat_6,B
Male,Yes,40,Yes,Entertainment,7.0,Low,2.0,Cat_6,B
Female,No,25,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
Male,Yes,42,No,Artist,1.0,Low,5.0,Cat_3,C
Male,No,26,No,Healthcare,8.0,Low,8.0,Cat_4,D
Male,No,27,Yes,Engineer,6.0,Low,1.0,Cat_6,D
Male,No,42,No,Artist,2.0,Low,4.0,Cat_6,A
Female,Yes,77,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
Male,Yes,70,Yes,Executive,0.0,Low,,Cat_7,D
Male,Yes,36,No,Artist,4.0,Average,2.0,Cat_6,B
Male,Yes,57,Yes,Lawyer,6.0,Low,3.0,Cat_6,A
Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
Male,Yes,77,Yes,,0.0,High,2.0,Cat_6,C
Male,Yes,52,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
Male,Yes,43,Yes,Doctor,9.0,Average,2.0,Cat_6,C
Male,No,43,Yes,Artist,14.0,Low,1.0,Cat_3,B
Female,Yes,62,Yes,Artist,,High,4.0,Cat_6,B
Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,D
Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,A
Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
Male,Yes,35,Yes,Executive,4.0,High,4.0,Cat_6,C
Male,Yes,48,Yes,Executive,4.0,High,3.0,Cat_6,C
Male,Yes,33,No,Doctor,9.0,Low,2.0,Cat_6,A
Male,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,A
Male,Yes,45,No,Executive,1.0,High,4.0,Cat_6,B
Male,No,56,No,Marketing,1.0,Low,2.0,Cat_6,A
Female,Yes,49,Yes,Artist,,Average,4.0,Cat_2,C
Male,Yes,30,Yes,Healthcare,8.0,High,3.0,Cat_2,A
Male,No,37,Yes,Healthcare,8.0,Low,3.0,Cat_2,C
Male,Yes,51,No,Marketing,0.0,High,6.0,Cat_4,B
Male,Yes,59,Yes,Entertainment,5.0,High,5.0,Cat_6,B
Male,Yes,56,Yes,Executive,0.0,High,2.0,Cat_6,D
Female,Yes,29,Yes,Doctor,0.0,Average,2.0,Cat_4,D
Male,Yes,31,Yes,Artist,,Low,2.0,Cat_6,A
Female,Yes,35,Yes,Artist,,Average,4.0,Cat_6,D
Male,Yes,89,Yes,Lawyer,7.0,High,2.0,Cat_6,C
Female,No,38,Yes,Artist,9.0,Low,4.0,Cat_6,C
Male,Yes,45,Yes,Executive,4.0,High,3.0,Cat_6,A
Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_4,C
Male,Yes,74,No,Executive,1.0,Low,7.0,Cat_6,B
Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,53,Yes,Artist,7.0,High,4.0,Cat_3,C
Female,Yes,43,No,Engineer,0.0,High,5.0,Cat_6,A
Male,Yes,62,Yes,Entertainment,2.0,Average,6.0,Cat_6,A
Male,Yes,56,No,Executive,8.0,High,3.0,Cat_6,A
Male,Yes,88,Yes,Lawyer,3.0,High,2.0,Cat_6,D
Male,No,28,Yes,Doctor,0.0,Low,2.0,Cat_6,D
Female,Yes,51,Yes,Entertainment,5.0,Average,2.0,Cat_6,B
Female,Yes,60,No,Artist,0.0,Average,4.0,Cat_6,C
Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,B
Male,No,20,No,Healthcare,0.0,Low,9.0,Cat_7,D
Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_2,A
Female,No,21,No,Marketing,4.0,Low,4.0,Cat_6,D
Male,Yes,62,Yes,Doctor,0.0,Average,2.0,Cat_6,C
Female,No,36,Yes,Doctor,1.0,Low,1.0,Cat_3,A
Female,No,31,No,Marketing,0.0,Low,2.0,Cat_6,D
Male,Yes,52,Yes,Doctor,4.0,Average,3.0,Cat_6,A
Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,B
Female,No,23,No,,,Low,2.0,Cat_6,D
Female,Yes,48,Yes,Artist,1.0,High,5.0,Cat_6,A
Female,Yes,40,Yes,Entertainment,6.0,Average,2.0,Cat_6,D
Male,Yes,55,Yes,Artist,1.0,High,2.0,Cat_6,C
Female,Yes,62,Yes,Artist,1.0,Average,2.0,Cat_6,B
Male,No,48,Yes,Artist,0.0,Low,1.0,Cat_2,B
Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_4,B
Female,Yes,73,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,No,23,No,Marketing,0.0,Low,8.0,Cat_6,C
Female,Yes,25,Yes,Artist,0.0,Average,2.0,Cat_2,B
Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,D
Male,No,37,Yes,Artist,14.0,Low,1.0,Cat_6,A
Female,Yes,39,Yes,Doctor,0.0,Low,1.0,Cat_2,A
Female,No,39,Yes,Artist,12.0,Low,1.0,Cat_6,C
Male,Yes,58,Yes,Artist,0.0,Low,2.0,Cat_6,C
Female,No,33,Yes,Entertainment,0.0,Low,1.0,Cat_7,A
Female,No,29,No,Artist,,Low,4.0,Cat_4,D
Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,C
Female,No,40,Yes,Artist,2.0,Low,1.0,Cat_4,D
Female,Yes,66,Yes,Entertainment,0.0,High,2.0,Cat_6,A
Female,Yes,50,Yes,Artist,9.0,High,2.0,Cat_6,C
Female,Yes,51,Yes,Artist,,High,4.0,Cat_6,A
Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,D
Female,No,39,Yes,Artist,1.0,Low,1.0,Cat_6,D
Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,A
Male,No,29,No,Doctor,0.0,Low,4.0,Cat_6,D
Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_6,A
Male,No,23,No,Doctor,1.0,Low,5.0,Cat_6,D
Male,Yes,57,Yes,Artist,1.0,Average,2.0,Cat_6,A
Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,A
Female,Yes,69,Yes,Artist,1.0,Low,1.0,Cat_6,B
Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_6,A
Female,No,31,Yes,Artist,14.0,Low,1.0,Cat_6,D
Male,Yes,37,Yes,Executive,0.0,High,3.0,Cat_6,B
Male,Yes,58,Yes,Healthcare,0.0,Low,4.0,Cat_6,B
Male,Yes,48,Yes,Artist,3.0,Low,1.0,Cat_6,B
Female,No,18,No,Doctor,1.0,Low,4.0,Cat_6,B
Female,No,27,Yes,Healthcare,2.0,Low,4.0,Cat_1,A
Male,No,30,Yes,Doctor,8.0,Low,6.0,Cat_2,D
Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,45,Yes,Entertainment,4.0,Average,2.0,Cat_6,C
Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_6,A
Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,46,Yes,Entertainment,5.0,Low,1.0,Cat_2,C
Female,No,27,No,Marketing,8.0,Low,4.0,Cat_2,D
Female,Yes,42,Yes,Artist,0.0,Low,2.0,Cat_6,A
Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,A
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_4,D
Female,No,35,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
Male,No,29,No,Healthcare,9.0,Low,4.0,Cat_6,B
Female,No,35,Yes,Doctor,1.0,Low,1.0,Cat_6,A
Female,No,53,Yes,Entertainment,,Low,2.0,Cat_6,C
Male,Yes,47,Yes,Executive,1.0,High,5.0,Cat_4,C
Female,No,43,Yes,Healthcare,9.0,Low,3.0,Cat_7,A
