Id;Chart;Question
1764;vehicle_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
1765;vehicle_histograms_numeric.png;All variables, but the class, should be dealt with as date.
1766;vehicle_histograms_numeric.png;The variable MINORSKEWNESS can be seen as ordinal.
1767;vehicle_histograms_numeric.png;The variable GYRATIONRADIUS can be seen as ordinal without losing information.
1768;vehicle_histograms_numeric.png;Variable COMPACTNESS is balanced.
1769;vehicle_histograms_numeric.png;It is clear that variable MAJORSKEWNESS shows some outliers, but we can’t be sure of the same for variable MAJORVARIANCE.
1770;vehicle_histograms_numeric.png;Outliers seem to be a problem in the dataset.
1771;vehicle_histograms_numeric.png;Variable MINORKURTOSIS shows a high number of outlier values.
1772;vehicle_histograms_numeric.png;Variable MINORSKEWNESS doesn’t have any outliers.
1773;vehicle_histograms_numeric.png;Variable CIRCULARITY presents some outliers.
1774;vehicle_histograms_numeric.png;At least 60 of the variables present outliers.
1775;vehicle_histograms_numeric.png;The histograms presented show a large number of outliers for most of the numeric variables.
1776;vehicle_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
1777;vehicle_histograms_numeric.png;Considering the common semantics for RADIUS RATIO and COMPACTNESS variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1778;vehicle_histograms_numeric.png;Considering the common semantics for MINORKURTOSIS variable, dummification would be the most adequate encoding.
1779;vehicle_histograms_numeric.png;The variable DISTANCE CIRCULARITY can be coded as ordinal without losing information.
1780;vehicle_histograms_numeric.png;Feature generation based on variable GYRATIONRADIUS seems to be promising.
1781;vehicle_histograms_numeric.png;Feature generation based on the use of variable MAJORSKEWNESS wouldn’t be useful, but the use of COMPACTNESS seems to be promising.
1782;vehicle_histograms_numeric.png;Given the usual semantics of GYRATIONRADIUS variable, dummification would have been a better codification.
1783;vehicle_histograms_numeric.png;It is better to drop the variable COMPACTNESS than removing all records with missing values.
1784;vehicle_histograms_numeric.png;Not knowing the semantics of MAJORSKEWNESS variable, dummification could have been a more adequate codification.
1785;adult_decision_tree.png;The variable capital-loss discriminates between the target values, as shown in the decision tree.
1786;adult_decision_tree.png;Variable hours-per-week is one of the most relevant variables.
1787;adult_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 8%.
1788;adult_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.
1789;adult_decision_tree.png;The accuracy for the presented tree is higher than 60%.
1790;adult_decision_tree.png;The number of True Negatives is higher than the number of False Negatives for the presented tree.
1791;adult_decision_tree.png;The number of False Negatives is lower than the number of False Positives for the presented tree.
1792;adult_decision_tree.png;The number of False Negatives is lower than the number of False Positives for the presented tree.
1793;adult_decision_tree.png;Considering that A=True<=>[hours-per-week <= 41.5] and B=True<=>[capital-loss <= 1820.5], it is possible to state that Naive Bayes algorithm classifies (A, not B), as >50K.
1794;adult_decision_tree.png;Considering that A=True<=>[hours-per-week <= 41.5] and B=True<=>[capital-loss <= 1820.5], it is possible to state that KNN algorithm classifies (A, not B) as >50K for any k ≤ 541.
1795;adult_decision_tree.png;Considering that A=True<=>[hours-per-week <= 41.5] and B=True<=>[capital-loss <= 1820.5], it is possible to state that KNN algorithm classifies (not A, B) as >50K for any k ≤ 21974.
1796;adult_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 300 episodes.
1797;adult_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
1798;adult_overfitting_rf.png;Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.
1799;adult_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
1800;adult_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1502 estimators.
1801;adult_overfitting_knn.png;KNN is in overfitting for k larger than 17.
1802;adult_overfitting_knn.png;KNN with 11 neighbour is in overfitting.
1803;adult_overfitting_knn.png;KNN with more than 7 neighbours is in overfitting.
1804;adult_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.
1805;adult_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 12 nodes of depth is in overfitting.
1806;adult_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 4.
1807;adult_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 7.
1808;adult_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.
1809;adult_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
1810;adult_pca.png;The first 4 principal components are enough for explaining half the data variance.
1811;adult_pca.png;Using the first 5 principal components would imply an error between 15 and 30%.
1812;adult_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 4.
1813;adult_correlation_heatmap.png;One of the variables fnlwgt or hours-per-week can be discarded without losing information.
1814;adult_correlation_heatmap.png;The variable hours-per-week can be discarded without risking losing information.
1815;adult_correlation_heatmap.png;Variables capital-loss and age are redundant.
1816;adult_correlation_heatmap.png;Variables age and educational-num are redundant.
1817;adult_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
1818;adult_correlation_heatmap.png;Variable capital-gain seems to be relevant for the majority of mining tasks.
1819;adult_correlation_heatmap.png;Variables fnlwgt and age seem to be useful for classification tasks.
1820;adult_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
1821;adult_correlation_heatmap.png;Removing variable fnlwgt might improve the training of decision trees .
1822;adult_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable capital-gain previously than variable fnlwgt.
1823;adult_boxplots.png;Variable hours-per-week is balanced.
1824;adult_boxplots.png;Those boxplots show that the data is not normalized.
1825;adult_boxplots.png;It is clear that variable educational-num shows some outliers, but we can’t be sure of the same for variable fnlwgt.
1826;adult_boxplots.png;Outliers seem to be a problem in the dataset.
1827;adult_boxplots.png;Variable capital-loss shows a high number of outlier values.
1828;adult_boxplots.png;Variable capital-gain doesn’t have any outliers.
1829;adult_boxplots.png;Variable capital-gain presents some outliers.
1830;adult_boxplots.png;At least 75 of the variables present outliers.
1831;adult_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
1832;adult_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
1833;adult_boxplots.png;A scaling transformation is mandatory, in order to improve the Naive Bayes performance in this dataset.
1834;adult_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
1835;adult_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
1836;adult_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
