Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,ReachedOnTime
5,3,280,4,4,5192,No
3,3,198,2,7,4996,Yes
2,4,156,3,8,5668,Yes
2,1,165,4,57,1881,Yes
3,3,149,2,3,4527,No
7,1,282,4,2,1566,No
6,3,272,3,39,2518,Yes
4,5,228,5,5,1373,Yes
3,4,117,3,6,4046,No
3,1,181,3,22,3266,Yes
3,2,225,3,5,4304,Yes
5,2,241,3,39,3743,Yes
6,3,137,8,6,5992,Yes
3,1,201,3,6,4953,No
4,2,253,5,3,1086,Yes
3,1,188,2,14,2074,Yes
5,4,222,6,9,1003,No
4,4,181,3,44,2070,Yes
4,2,229,4,8,5385,No
4,2,242,3,10,4721,No
4,2,145,3,4,5122,Yes
4,3,250,2,10,4885,Yes
4,2,151,3,8,4390,Yes
5,4,214,2,1,3709,Yes
5,3,216,3,40,2146,Yes
5,2,168,4,10,5373,Yes
4,5,218,6,5,4364,Yes
5,4,184,3,1,4208,Yes
5,5,253,6,59,2627,Yes
5,5,230,2,2,2229,Yes
3,4,257,4,8,4780,No
2,2,190,3,51,2380,Yes
5,3,141,3,2,4124,Yes
4,2,270,5,9,1167,No
4,4,198,6,9,5730,Yes
3,1,241,3,10,4120,No
5,2,189,2,2,4636,Yes
3,2,226,3,5,5484,No
3,1,166,2,10,4137,No
4,3,136,3,20,1531,Yes
3,4,197,6,3,4890,Yes
5,1,267,6,3,1803,No
3,3,245,2,4,4719,Yes
6,3,286,4,4,1169,No
4,2,229,4,3,5340,No
3,2,256,4,18,2699,Yes
6,3,264,4,5,1397,No
4,2,187,4,37,2200,Yes
5,5,271,2,27,3957,Yes
5,1,262,2,4,5761,No
3,3,138,6,49,1078,Yes
3,2,247,2,2,4677,No
4,1,177,4,13,1569,Yes
5,4,239,2,35,2107,Yes
4,5,249,5,3,1530,Yes
6,2,131,5,5,1718,Yes
6,5,282,4,5,1364,Yes
5,2,260,3,22,2935,Yes
3,2,271,2,6,5280,Yes
3,3,244,4,10,5181,No
4,4,148,3,5,4892,No
4,1,198,4,5,5182,No
3,1,270,3,61,3582,Yes
4,3,224,3,6,5054,Yes
3,5,215,3,4,4828,Yes
4,3,106,2,6,5867,No
4,4,218,5,36,2995,Yes
3,5,194,3,8,5726,Yes
3,5,184,3,9,4969,No
4,3,270,2,5,5346,No
6,3,252,2,1,1756,No
5,5,242,4,2,5359,No
3,4,238,2,3,4930,No
5,3,194,4,2,5396,No
3,3,202,3,8,5486,Yes
4,5,146,4,25,1606,Yes
4,2,157,3,48,1393,Yes
3,4,148,3,37,1523,Yes
2,2,168,5,1,1885,Yes
4,1,261,3,10,5943,No
3,1,135,2,7,5682,No
6,3,294,4,52,1667,Yes
5,5,219,3,27,3430,Yes
4,4,168,4,4,4676,No
4,3,172,3,10,5434,No
3,4,165,3,4,4482,No
3,2,231,3,55,3952,Yes
6,1,254,4,6,1928,Yes
4,1,232,5,9,1145,No
3,2,173,3,15,1992,Yes
5,3,257,5,3,1953,No
3,4,188,4,49,3067,Yes
5,3,127,3,43,1446,Yes
3,3,234,3,3,4405,No
3,1,168,3,46,1886,Yes
6,4,304,4,6,1890,Yes
5,4,206,4,3,3755,Yes
5,3,234,6,8,5003,No
4,2,191,3,12,3676,Yes
7,1,302,4,4,1647,No
3,2,265,3,49,2791,Yes
6,2,301,5,3,1586,No
7,5,291,4,6,1135,No
5,1,263,3,6,4505,Yes
3,5,194,4,1,5534,No
3,4,148,5,50,1540,Yes
2,5,150,3,16,1738,Yes
5,4,171,3,1,5011,No
4,3,135,2,37,1597,Yes
2,1,199,2,10,5345,No
3,2,183,3,44,2896,Yes
4,3,207,3,7,4220,Yes
4,3,134,4,3,5233,No
2,2,183,4,48,3374,Yes
3,1,214,2,10,4310,No
3,5,236,3,54,3976,Yes
2,4,242,3,8,4898,No
3,1,198,2,49,3573,Yes
6,3,260,4,9,1131,Yes
3,5,157,2,4,5991,No
3,1,187,2,8,4292,Yes
5,4,257,3,3,4895,Yes
5,3,192,7,10,5976,No
4,2,210,3,5,4746,No
3,1,135,3,9,4511,No
4,5,244,2,7,5325,Yes
4,1,223,3,4,4972,Yes
2,1,238,4,4,4780,No
5,5,272,5,5,1868,Yes
3,1,167,3,4,5943,Yes
5,5,222,3,5,4949,No
5,1,163,3,1,5194,No
4,5,180,4,10,5176,Yes
4,1,246,6,4,1489,No
3,4,244,3,46,2844,Yes
5,2,265,3,33,2734,Yes
4,5,257,3,5,4180,No
5,2,252,3,6,4013,Yes
5,2,246,3,2,4054,Yes
5,2,162,4,7,5477,Yes
2,2,254,2,8,5827,No
4,4,238,5,1,4753,No
4,1,268,3,6,4681,Yes
4,2,232,5,4,1783,No
4,3,246,6,10,1176,No
3,1,225,4,10,4080,Yes
3,5,137,2,38,1647,Yes
4,4,184,3,4,1330,Yes
4,4,225,5,1,1476,Yes
2,5,139,3,27,1233,Yes
4,2,197,3,4,5800,No
7,5,289,4,5,1864,Yes
4,1,113,3,60,1200,Yes
3,5,144,2,6,5983,No
2,2,285,2,16,2223,Yes
3,2,129,3,9,4342,Yes
4,4,209,6,7,4852,No
3,2,197,5,9,4291,Yes
6,1,276,2,10,5108,No
3,5,150,4,8,4433,No
3,3,153,3,8,5487,No
6,4,291,4,8,1131,No
3,5,195,3,9,4224,No
4,4,194,4,10,5024,No
4,3,211,4,40,3106,Yes
4,5,208,3,8,4632,No
6,5,264,4,4,1822,Yes
4,3,263,6,8,1123,Yes
4,4,149,3,8,5658,Yes
2,2,154,3,38,7846,Yes
3,4,113,4,56,1154,Yes
4,4,172,4,7,4834,No
3,5,241,4,9,5526,Yes
4,1,202,3,10,4454,No
2,2,165,3,10,4080,Yes
5,4,267,5,10,1837,Yes
3,4,145,8,15,1429,Yes
6,5,245,4,7,1521,No
4,2,221,2,13,3097,Yes
4,3,178,2,9,4322,Yes
2,1,167,2,46,1023,Yes
3,3,234,3,3,4187,Yes
5,1,134,3,12,1775,Yes
5,3,257,5,7,1090,No
3,3,201,6,2,4984,No
4,3,225,5,6,1573,No
3,4,222,3,3,4068,No
4,2,252,2,6,5414,No
4,3,167,2,1,5409,Yes
3,5,181,3,22,3575,Yes
3,3,249,2,2,5078,No
5,3,170,3,12,1018,Yes
4,3,175,2,25,1816,Yes
5,4,194,5,8,4038,Yes
3,5,182,3,34,3595,Yes
5,5,132,3,5,4195,Yes
4,4,182,2,13,3332,Yes
5,2,176,4,2,4893,No
5,5,239,6,1,1384,No
4,2,274,3,7,4477,Yes
3,2,222,4,10,5720,No
4,4,177,2,6,1112,Yes
4,2,198,2,2,5662,No
3,1,237,4,33,2782,Yes
3,4,253,3,6,3788,Yes
4,5,252,2,9,4157,No
4,3,152,3,43,1009,Yes
5,5,166,2,2,4562,Yes
4,2,238,3,30,3423,Yes
5,5,207,4,1,5035,No
2,3,215,2,3,5052,Yes
4,2,224,3,3,5967,No
4,4,222,2,7,4343,No
3,4,224,2,15,2701,Yes
4,1,209,4,1,5057,No
3,2,263,3,44,3802,Yes
4,2,192,2,9,4140,No
6,2,290,4,1,1111,No
3,5,110,3,3,4252,Yes
2,3,248,4,2,4521,No
2,3,206,4,2,5443,No
2,3,145,3,24,7588,Yes
4,5,174,3,8,5576,No
4,4,249,10,2,4190,No
5,3,217,3,61,3067,Yes
4,1,252,5,1,1538,Yes
5,1,170,3,58,1651,Yes
5,4,193,3,3,4559,No
3,2,162,3,6,4505,Yes
7,5,256,4,2,1396,No
4,4,180,4,7,5609,Yes
5,3,218,3,4,4198,Yes
5,1,137,4,1,4042,No
5,5,140,3,42,1384,Yes
5,5,186,4,9,5592,Yes
2,5,211,3,3,1368,No
3,2,226,2,10,4254,No
4,1,153,3,8,5198,No
3,3,273,6,6,1771,Yes
3,1,263,3,6,2715,Yes
4,2,277,5,8,1335,No
4,2,191,3,3,2353,Yes
3,3,165,4,3,4235,No
5,3,260,2,63,2715,Yes
4,3,191,3,1,4219,No
5,4,187,3,1,4181,No
6,4,310,4,1,1494,Yes
3,4,185,2,5,4574,No
5,3,260,5,8,1001,No
4,2,207,3,5,4702,Yes
2,3,198,2,6,1730,Yes
3,5,159,2,6,5804,No
2,3,269,2,3,5976,No
3,4,151,3,3,4938,No
4,3,156,3,8,4701,Yes
4,4,239,3,6,5632,No
3,1,254,3,35,2965,Yes
6,5,294,4,4,1302,No
3,5,271,4,51,1134,Yes
3,1,185,4,35,3648,Yes
3,2,188,6,1,4856,No
5,3,230,5,7,1996,No
3,1,231,2,44,3688,Yes
4,3,233,3,26,2624,Yes
3,2,144,3,1,5307,No
4,3,142,6,6,1459,Yes
5,5,175,6,2,4883,Yes
3,4,170,3,5,4716,Yes
2,3,211,3,12,3296,Yes
3,2,180,2,53,1853,Yes
3,4,196,4,4,5031,No
6,3,233,3,9,4293,Yes
3,3,232,5,10,5580,No
5,2,219,4,7,4787,Yes
3,4,162,2,8,4972,No
3,5,146,5,7,4538,No
3,4,179,2,51,1041,Yes
5,5,198,3,5,4754,Yes
4,4,238,2,4,4337,Yes
4,4,180,3,3,5031,No
3,1,213,2,6,4747,No
3,2,263,3,3,5303,No
4,5,242,2,1,5682,Yes
3,2,214,3,1,5362,No
3,1,171,4,6,5398,No
4,4,258,2,5,4562,No
5,2,233,3,4,4140,No
3,2,209,2,2,4635,No
5,3,160,3,10,4416,Yes
3,3,142,3,23,1897,Yes
5,2,259,2,7,4764,No
2,5,209,5,10,4623,Yes
2,1,112,5,1,4543,No
3,3,189,2,9,4690,No
5,4,222,2,8,4996,Yes
5,3,222,4,2,4060,No
4,1,189,2,63,3474,Yes
3,5,115,2,10,4200,No
3,2,198,2,9,4250,Yes
4,1,243,3,5,5989,No
5,4,163,4,57,1613,Yes
4,2,180,2,10,5666,Yes
3,1,206,3,5,5676,Yes
4,3,138,3,2,5593,No
3,1,185,2,8,5430,Yes
3,2,209,2,5,5713,No
4,2,164,4,2,5008,No
3,1,164,3,2,5488,No
4,3,252,4,2,5226,No
4,2,265,6,8,1391,Yes
3,3,213,6,17,2424,Yes
4,4,265,4,6,4607,Yes
5,2,160,3,44,1054,Yes
6,2,161,4,10,1683,No
4,2,147,2,20,1387,Yes
3,3,203,3,29,3261,Yes
3,3,112,4,7,5716,Yes
3,1,166,3,9,4410,No
2,5,252,3,7,5281,No
5,5,253,2,3,4851,No
6,3,202,3,5,4930,No
4,5,167,2,10,5067,No
5,1,271,5,4,1557,Yes
6,4,264,4,1,1711,Yes
5,2,243,3,8,4133,Yes
3,3,180,3,56,1684,Yes
5,5,189,3,10,5554,Yes
3,1,121,5,62,1505,Yes
5,4,263,2,8,4914,No
5,3,238,2,21,2053,Yes
5,3,163,6,6,4349,No
5,1,285,4,10,1428,No
3,5,159,3,9,4555,No
3,1,152,3,1,4949,Yes
4,3,246,5,5,1395,No
4,1,232,5,7,1899,Yes
5,3,171,2,1,5385,Yes
2,1,135,4,8,5001,Yes
6,3,276,4,5,1637,Yes
6,1,293,5,7,1052,No
3,5,181,3,9,4191,No
4,4,245,2,2,4297,Yes
3,2,217,2,19,2992,Yes
4,5,142,3,2,5692,No
6,2,246,4,7,1297,Yes
4,5,273,5,7,1409,No
2,3,146,3,18,1289,Yes
3,2,204,3,54,3608,Yes
2,2,273,3,56,2633,Yes
3,1,184,2,31,3191,Yes
5,5,261,8,39,2103,Yes
5,5,224,8,49,3282,Yes
6,4,280,4,4,1831,Yes
5,2,205,3,1,4351,No
4,2,210,3,16,2046,Yes
5,4,191,4,63,2039,Yes
3,5,262,2,7,4422,Yes
3,4,162,3,17,1700,Yes
5,2,248,3,5,5946,No
3,3,203,3,3,4196,No
6,5,253,4,1,1977,No
3,2,156,3,2,4681,No
3,4,267,3,3,4566,No
4,3,165,2,10,4351,No
4,1,139,3,25,1152,Yes
3,3,231,2,24,2177,Yes
5,2,152,3,4,4699,Yes
4,1,231,2,3,4696,No
3,1,169,2,19,1183,Yes
2,2,152,3,61,1800,Yes
3,1,220,2,7,5653,No
3,3,157,2,62,1366,Yes
3,2,200,4,4,4918,No
4,1,212,2,7,5864,No
2,3,274,3,24,3829,Yes
7,2,291,4,8,1275,No
3,4,155,2,37,1780,Yes
4,3,261,3,1,4590,No
4,3,165,3,44,1320,Yes
7,1,255,4,8,1088,Yes
4,1,181,4,46,2399,Yes
4,4,141,3,22,1735,Yes
4,2,134,2,43,1714,Yes
4,4,212,4,16,2494,Yes
3,4,265,8,2,3622,Yes
6,4,121,5,23,1734,Yes
4,2,233,2,5,4817,No
6,4,271,4,6,1503,No
4,3,209,2,57,3741,Yes
3,1,151,2,60,1925,Yes
3,5,133,8,8,5002,Yes
5,3,229,5,1,1424,No
6,3,252,2,6,1470,Yes
3,3,220,3,10,5234,Yes
3,5,146,10,9,4128,No
4,4,224,3,9,2952,Yes
5,2,262,5,1,1483,No
5,1,133,2,1,4643,No
7,3,267,4,10,1548,No
4,3,147,3,1,5454,No
3,5,252,4,7,5328,Yes
4,5,192,4,10,4691,No
3,4,142,2,7,5346,No
3,5,183,2,8,5881,Yes
6,2,164,4,6,5264,No
3,1,189,3,1,4886,No
3,1,242,6,10,5493,Yes
3,4,262,3,7,2424,Yes
5,2,264,5,27,3118,Yes
4,3,240,3,8,4423,No
2,2,180,3,33,1217,Yes
3,4,182,3,2,5281,Yes
4,3,206,4,1,4596,Yes
3,5,151,2,8,4408,Yes
5,1,109,2,23,1479,Yes
3,3,109,2,18,1661,Yes
5,5,208,3,45,2018,Yes
3,5,223,4,7,5042,Yes
3,4,150,2,64,1777,Yes
4,2,261,5,5,1073,Yes
5,1,144,2,20,1082,Yes
4,5,258,3,8,4046,Yes
4,2,220,2,6,5543,No
5,3,202,3,41,3536,Yes
5,4,192,3,46,3709,Yes
7,2,253,4,1,1294,Yes
4,3,170,2,2,5607,No
3,5,257,3,19,2173,Yes
5,4,275,5,4,1522,Yes
3,5,175,2,59,1051,Yes
3,5,205,4,9,4819,Yes
3,3,239,3,8,5366,Yes
5,5,259,3,5,4315,No
3,1,180,6,5,4802,Yes
4,1,237,4,22,2231,Yes
5,2,191,2,6,2059,Yes
5,3,265,2,4,4641,Yes
5,2,156,5,9,5237,No
5,4,235,2,9,5549,No
4,1,285,2,4,4401,No
6,4,237,5,2,5437,Yes
2,5,162,4,49,1671,Yes
5,4,196,2,2,5515,No
3,5,218,2,4,5142,No
3,1,219,2,10,4390,Yes
3,3,154,2,1,5884,Yes
4,4,279,5,56,2697,Yes
5,2,157,2,58,1654,Yes
3,4,183,2,5,4261,Yes
6,4,230,4,3,4736,Yes
5,2,248,5,3,1046,Yes
5,5,273,4,1,5225,Yes
4,1,272,4,1,5597,No
3,1,166,2,2,5710,Yes
4,3,244,2,10,4486,Yes
3,2,254,2,1,4334,No
4,5,196,2,51,3151,Yes
7,3,310,4,7,1989,No
4,5,163,5,24,1658,Yes
3,5,153,4,10,5897,No
2,4,233,2,6,4758,No
3,3,198,2,8,4620,Yes
3,4,171,3,10,4839,No
4,2,273,2,31,2229,Yes
5,1,235,5,4,1259,Yes
4,2,195,3,8,5198,No
3,5,222,3,10,5185,Yes
6,1,105,5,57,1784,Yes
5,3,184,5,3,5219,Yes
4,1,157,7,7,4385,No
3,5,217,2,6,5182,No
4,1,147,2,8,4600,Yes
3,4,182,2,8,4883,No
4,5,219,3,8,4605,No
4,2,258,3,5,5393,Yes
2,5,170,5,10,5621,Yes
5,5,267,5,1,1352,Yes
4,5,238,10,38,3556,Yes
4,3,202,3,48,2213,Yes
3,5,229,3,12,3049,Yes
4,4,256,3,8,4398,No
5,2,249,5,8,1018,Yes
4,4,222,3,6,4199,Yes
3,2,241,3,60,3922,Yes
5,5,141,3,41,1367,Yes
5,1,146,3,3,4345,Yes
3,1,192,2,6,4056,No
4,4,133,2,4,4724,No
3,2,214,2,3,1983,Yes
4,2,263,3,7,5395,Yes
5,5,243,3,3,5700,Yes
3,1,244,3,7,5140,Yes
4,4,263,2,41,3955,Yes
4,2,153,3,53,1185,Yes
3,1,201,2,4,4857,Yes
5,3,174,3,6,5064,Yes
5,4,190,2,9,3753,Yes
3,2,207,2,10,4070,Yes
6,3,98,6,9,4787,Yes
3,5,192,2,5,2339,Yes
2,4,147,2,3,5136,Yes
5,3,199,4,8,5362,No
3,1,192,3,4,4997,Yes
3,3,149,3,3,4189,No
4,3,179,3,45,1903,Yes
4,5,148,3,5,5216,No
3,2,189,2,4,4160,No
3,5,217,3,9,4306,No
2,1,210,2,6,5250,No
4,4,256,3,5,5399,No
6,2,218,6,1,4558,Yes
3,3,168,2,1,5097,Yes
4,3,175,3,9,4840,Yes
4,4,282,6,52,3009,Yes
4,1,264,3,39,3719,Yes
3,5,225,3,12,2721,Yes
4,2,213,3,8,5214,Yes
4,5,144,2,8,5478,No
5,3,197,4,2,2222,Yes
3,1,223,3,8,5318,No
2,1,255,3,1,5929,No
4,1,261,3,7,4314,Yes
3,3,183,2,6,5015,No
3,4,217,3,5,4077,No
3,2,160,3,4,4683,No
5,4,255,3,1,5775,Yes
3,4,208,2,37,2537,Yes
2,3,228,3,5,4663,No
4,2,151,2,6,4987,No
4,3,274,3,5,4409,No
6,3,244,5,5,1092,No
5,4,177,4,48,1920,Yes
4,5,171,3,21,1683,Yes
4,2,246,5,10,1720,No
4,2,225,2,5,5943,No
5,3,266,3,19,2508,Yes
4,2,204,4,35,2725,Yes
6,4,249,4,2,1516,No
2,1,271,6,2,4237,Yes
5,3,197,4,6,4184,No
5,4,202,5,6,5230,Yes
6,5,290,4,3,1463,Yes
4,3,220,3,6,4894,Yes
3,5,212,3,2,2456,Yes
5,1,265,4,2,5416,Yes
4,3,178,6,6,4203,No
3,4,287,5,9,5308,No
4,5,169,4,6,4168,Yes
6,5,143,5,9,4060,No
6,2,306,4,6,1123,No
3,1,256,2,63,3046,Yes
6,3,270,4,7,1079,No
4,1,249,6,7,1415,Yes
5,1,137,5,8,4584,No
5,1,171,2,9,5252,No
3,3,256,4,3,4732,No
6,4,294,3,7,1455,No
4,2,272,3,7,5927,No
4,3,229,3,5,5225,Yes
5,2,178,3,48,1517,Yes
3,3,178,4,3,4154,Yes
3,5,169,3,4,5659,No
3,3,253,3,5,4754,Yes
4,4,163,3,8,4921,Yes
4,5,176,3,1,5096,Yes
3,5,204,4,6,4879,Yes
4,1,273,3,25,3717,Yes
5,4,271,3,3,5218,Yes
4,5,200,4,2,4947,No
5,3,162,2,14,1045,Yes
3,4,243,4,10,4076,No
4,4,162,2,8,1386,Yes
3,1,252,2,9,5050,No
5,3,249,3,10,5001,Yes
3,5,151,6,8,4692,Yes
6,4,292,4,8,1779,Yes
5,3,172,3,3,4056,No
5,2,263,2,51,1657,Yes
4,2,139,3,29,1365,Yes
6,1,282,4,1,1434,No
2,4,167,2,1,4344,No
4,2,199,3,23,2994,Yes
6,1,263,4,6,1153,No
4,4,162,3,41,1104,Yes
3,4,239,4,8,4537,No
7,5,310,4,5,1975,No
6,1,309,4,9,1305,No
3,2,234,4,7,4568,Yes
2,1,235,3,6,4411,Yes
4,3,186,7,30,2062,Yes
3,3,168,2,9,4608,No
5,5,244,6,1,1222,No
4,2,180,3,6,4417,No
3,5,154,2,6,4744,No
7,1,258,4,3,1482,No
5,3,145,3,1,5783,Yes
3,5,132,3,4,4212,No
2,3,205,3,1,5137,No
5,5,276,4,7,1742,No
5,5,195,3,55,2641,Yes
3,4,257,2,15,3981,Yes
6,5,254,4,4,1887,Yes
3,3,261,3,14,3479,Yes
4,5,265,3,41,3101,Yes
4,5,234,5,2,1087,Yes
4,2,198,6,5,4659,No
4,1,246,6,6,1335,Yes
4,3,217,2,22,2138,Yes
3,1,238,3,5,4399,Yes
4,4,224,4,2,4503,Yes
3,5,168,3,7,4296,No
2,4,154,3,48,7684,Yes
6,3,259,4,3,4117,Yes
6,1,250,4,4,1018,No
3,4,241,3,50,3074,Yes
5,4,165,2,46,1482,Yes
4,2,156,3,5,4946,Yes
4,1,241,3,6,5836,No
4,5,224,10,7,4521,Yes
5,1,267,5,10,1818,No
5,2,131,5,4,4600,Yes
5,4,143,3,1,5165,Yes
3,1,165,3,10,5823,No
4,4,145,3,3,5424,Yes
6,5,163,4,3,5118,Yes
4,3,184,3,5,4712,Yes
4,3,104,5,6,4617,Yes
6,3,281,4,7,1599,Yes
3,3,204,2,6,5612,No
5,1,217,2,6,5518,No
3,3,208,3,61,3783,Yes
4,5,178,3,22,1907,Yes
6,2,243,4,2,1665,Yes
6,2,257,4,5,1565,Yes
5,1,265,3,6,2452,Yes
6,2,293,4,7,1477,No
3,2,173,2,8,5492,No
3,5,278,4,8,1785,No
3,1,197,5,45,2224,Yes
7,5,306,4,2,1281,No
4,1,171,3,58,1516,Yes
3,3,156,3,20,1305,Yes
3,1,232,4,51,2899,Yes
5,4,242,3,4,4805,No
3,4,188,6,6,4031,Yes
3,4,236,4,43,2584,Yes
5,2,263,6,6,1511,Yes
4,5,243,4,1,5328,No
3,3,245,2,16,2577,Yes
4,1,155,3,4,4397,No
4,5,231,3,4,5089,Yes
3,3,168,2,10,4583,Yes
4,1,219,3,3,5223,Yes
6,3,251,4,1,1230,Yes
4,5,218,3,40,3200,Yes
5,5,256,5,10,1333,Yes
3,2,234,2,8,4012,Yes
6,1,250,4,10,1623,Yes
5,3,171,3,62,1304,Yes
3,3,265,4,47,2557,Yes
3,4,174,3,4,4051,No
3,1,191,5,2,4956,Yes
5,1,226,2,6,5395,No
3,3,205,3,19,2167,Yes
4,3,103,2,4,5146,No
4,5,219,2,4,4069,Yes
3,3,169,2,8,4281,Yes
5,5,271,4,9,1989,No
5,2,169,2,4,6000,Yes
5,4,157,3,7,4199,Yes
3,5,252,2,4,4098,Yes
4,1,251,4,3,4433,No
7,2,247,4,9,1096,Yes
6,3,308,5,4,1118,No
4,1,173,5,5,5049,Yes
2,5,265,2,50,3859,Yes
3,5,186,2,4,4352,No
7,3,279,4,8,1060,No
3,4,133,2,7,4663,No
5,1,257,4,1,4924,No
2,3,234,4,44,3134,Yes
3,3,175,3,2,5740,Yes
6,5,274,4,6,1066,No
6,4,224,4,6,4493,No
3,1,171,2,7,4010,Yes
6,4,197,5,4,5889,Yes
6,1,260,5,3,1434,No
3,2,206,3,1,4431,Yes
3,3,189,3,1,5896,Yes
5,4,265,3,10,4565,No
4,1,137,4,15,1391,Yes
5,4,223,5,2,1713,No
5,3,242,3,58,3411,Yes
3,4,267,3,8,5337,Yes
4,5,259,5,9,1951,Yes
4,3,148,3,8,4240,Yes
5,3,197,2,48,2481,Yes
4,3,256,3,15,3155,Yes
4,4,144,3,7,5351,Yes
6,2,272,5,8,1045,No
5,5,221,2,10,4255,Yes
4,4,217,3,26,2875,Yes
4,5,273,2,9,5724,No
4,3,225,3,62,2587,Yes
4,3,157,7,3,4878,Yes
4,5,146,3,9,1685,Yes
3,5,184,2,3,4883,No
4,5,116,3,9,1314,Yes
5,5,238,5,2,1657,No
3,2,257,3,9,5236,No
4,5,152,3,25,1222,Yes
4,3,186,3,9,5131,Yes
4,3,161,3,7,4799,Yes
4,4,209,3,7,4717,Yes
4,3,134,2,29,1010,Yes
4,3,246,5,10,1646,Yes
3,2,227,3,4,4450,No
5,1,161,2,10,4108,Yes
7,3,296,4,4,1392,No
3,3,249,3,55,3375,Yes
4,2,272,4,62,2307,Yes
3,4,169,4,32,1245,Yes
4,1,140,3,1,1464,Yes
4,4,181,3,1,5444,No
6,5,261,4,9,1266,Yes
3,3,269,3,4,4309,No
4,1,197,3,2,4326,No
4,3,158,2,46,1374,Yes
5,1,271,4,4,2718,Yes
7,5,260,4,3,1930,Yes
6,4,306,4,6,1461,No
3,3,114,6,26,1825,Yes
4,3,183,3,4,5866,No
4,3,175,3,4,5784,No
5,2,259,5,8,1678,No
5,4,266,3,2,5260,Yes
3,2,149,4,21,1636,Yes
5,5,233,3,5,5330,No
4,3,160,2,5,4522,Yes
4,5,220,3,40,3516,Yes
4,5,270,4,65,1818,Yes
3,1,107,3,13,1861,Yes
4,2,175,3,7,4874,Yes
4,3,250,2,46,2878,Yes
3,2,226,2,45,1446,Yes
3,4,165,2,1,5745,No
3,5,248,2,1,4108,Yes
5,2,232,3,1,1187,Yes
6,5,174,3,32,1921,Yes
4,5,248,5,6,1754,No
4,4,184,3,2,4639,No
3,2,126,10,3,4073,Yes
4,4,196,5,7,4622,No
3,2,180,6,3,5780,Yes
5,2,144,3,49,1202,Yes
5,4,254,6,4,1850,Yes
3,5,190,10,26,3244,Yes
4,3,199,3,8,4391,Yes
5,2,281,4,5,3357,Yes
5,1,263,6,3,1665,Yes
2,5,159,3,49,1621,Yes
5,1,134,2,7,5610,No
7,2,250,5,9,1327,No
3,5,140,5,7,4370,Yes
4,2,251,2,53,2673,Yes
4,1,217,3,2,2692,Yes
4,5,254,3,3,4404,No
3,3,179,2,5,5058,No
4,5,250,3,2,5206,No
4,5,147,2,19,1940,Yes
3,1,170,2,2,5662,Yes
3,3,188,4,3,3075,Yes
2,3,188,2,25,2033,Yes
2,5,189,3,5,5320,No
3,1,164,2,2,1104,Yes
3,2,102,4,57,1220,Yes
3,5,160,2,41,1495,Yes
5,5,234,2,43,3822,Yes
4,5,137,2,14,1796,Yes
4,1,191,3,6,5335,Yes
3,5,139,3,1,4060,Yes
4,2,282,4,5,5422,Yes
6,3,222,5,2,4612,No
3,1,234,4,6,4942,No
5,4,229,3,1,5660,No
6,5,224,4,6,4616,No
4,1,240,3,50,2430,Yes
7,5,278,4,5,1572,Yes
4,2,256,2,10,3128,Yes
4,3,225,5,10,1310,No
4,2,255,4,62,3198,Yes
4,5,157,3,10,5898,Yes
5,3,148,3,48,1099,Yes
5,2,260,2,58,2018,Yes
5,2,254,4,37,2608,Yes
3,3,197,3,8,4568,No
4,4,184,3,27,3967,Yes
4,3,119,3,40,1233,Yes
5,3,218,5,9,4435,Yes
3,4,228,2,65,3943,Yes
4,4,163,3,5,4440,No
6,1,242,5,5,1555,No
4,3,200,4,10,4291,Yes
4,5,239,5,7,1380,No
2,2,152,4,6,4606,Yes
4,4,249,3,1,5743,No
4,1,178,3,9,1006,Yes
6,5,243,3,35,2374,Yes
4,3,238,2,2,5328,No
4,1,232,2,26,3300,Yes
3,4,259,2,3,4154,Yes
6,5,266,4,8,1709,No
7,4,247,4,9,1228,No
4,2,227,3,7,4041,No
5,5,149,7,50,1346,Yes
4,2,124,3,60,1107,Yes
3,3,209,3,5,5831,No
4,5,180,3,1,5088,No
2,1,148,2,10,5939,Yes
3,5,181,2,2,4089,No
3,2,181,4,18,3696,Yes
5,2,192,2,5,4046,No
4,2,186,3,6,4524,No
3,4,245,10,1,5363,No
3,1,144,3,8,5221,Yes
5,1,198,4,5,5719,No
3,3,141,2,2,5923,No
3,1,145,3,10,4364,No
4,4,217,6,9,1974,No
3,3,238,2,2,5512,No
3,5,212,4,9,5791,No
4,4,175,3,2,4004,No
6,4,256,4,9,1676,No
6,3,155,2,1,4182,Yes
6,1,193,4,8,2952,Yes
4,4,228,5,1,1788,Yes
3,4,252,2,9,4278,No
2,2,237,5,6,4622,Yes
4,4,153,3,3,4422,Yes
5,3,234,2,55,3308,Yes
4,5,157,2,6,5937,No
3,1,243,3,6,5371,No
5,4,235,4,5,4506,No
4,2,261,2,7,5764,No
4,3,296,3,4,1991,No
5,2,235,2,61,3451,Yes
4,3,208,2,1,5826,No
3,3,162,2,26,1659,Yes
3,2,157,2,29,1115,Yes
6,5,294,4,2,1273,Yes
5,4,160,3,2,5876,No
4,5,267,3,53,3742,Yes
5,3,239,5,19,2988,Yes
2,5,125,4,5,5866,No
3,3,222,4,6,5284,Yes
4,5,237,2,60,3427,Yes
5,2,145,4,9,4028,No
3,5,237,3,55,2451,Yes
3,4,173,3,52,1587,Yes
4,1,263,4,9,4390,No
