Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedOnTime
F,Ship,3,3,141,3,low,F,7,4954,Yes
D,Ship,4,3,196,2,medium,F,4,4203,Yes
F,Ship,5,4,154,2,low,F,5,5528,No
A,Ship,5,3,197,3,medium,F,2,4678,Yes
B,Ship,3,2,207,3,medium,F,1,4369,No
C,Ship,4,1,258,4,low,M,5,5664,No
F,Ship,3,3,270,3,high,F,7,4690,Yes
D,Ship,5,2,139,4,low,F,9,5070,Yes
F,Ship,3,5,197,3,low,M,4,5423,No
A,Ship,5,2,176,3,low,M,9,5656,No
B,Ship,3,1,206,3,medium,M,5,5676,Yes
C,Ship,4,5,176,4,medium,M,6,5061,No
F,Ship,2,4,208,3,medium,F,6,4226,Yes
D,Ship,3,3,154,2,medium,F,1,5746,Yes
F,Ship,2,2,206,5,low,F,7,5203,No
A,Ship,3,5,253,2,low,M,8,5476,Yes
B,Ship,4,5,270,3,medium,F,2,5272,No
C,Ship,3,3,271,4,high,M,3,4006,Yes
F,Ship,2,1,108,3,low,M,4,5924,Yes
D,Ship,4,5,172,2,medium,M,7,4559,No
F,Ship,5,1,265,3,high,M,5,4951,Yes
A,Ship,4,4,208,5,medium,F,7,5401,No
B,Ship,4,5,261,3,high,M,3,4885,Yes
C,Ship,4,4,197,2,medium,F,1,5211,No
F,Ship,4,4,240,2,medium,F,4,5101,No
D,Ship,4,1,273,4,low,M,1,4857,No
F,Ship,3,5,180,2,medium,M,1,5940,Yes
A,Ship,4,2,136,2,medium,F,7,4305,Yes
B,Ship,3,4,222,6,medium,F,10,4579,Yes
C,Ship,4,5,231,4,medium,M,9,5528,No
F,Ship,4,5,240,5,low,M,8,4558,No
D,Ship,4,1,152,3,low,M,10,5974,No
F,Ship,5,2,206,2,medium,F,2,5627,Yes
A,Ship,2,3,274,4,medium,F,10,4798,Yes
B,Ship,5,4,97,6,high,M,7,5509,Yes
C,Ship,3,4,243,4,medium,F,10,4076,No
F,Ship,3,4,106,6,medium,F,7,4621,No
D,Ship,5,3,241,3,low,F,2,5587,Yes
F,Ship,3,1,217,4,medium,F,1,5761,Yes
A,Ship,4,1,241,4,medium,M,5,5080,No
B,Ship,4,3,213,3,low,M,6,5447,No
C,Ship,3,1,134,3,medium,M,10,4200,No
F,Ship,3,4,162,2,medium,F,8,4972,No
D,Ship,2,4,193,4,low,M,7,5552,Yes
F,Ship,4,3,138,2,medium,M,9,5297,Yes
A,Ship,5,4,181,5,medium,M,2,5324,No
B,Ship,4,2,274,2,low,M,10,4361,No
C,Ship,4,3,254,2,high,F,3,4930,No
F,Ship,5,2,196,5,low,M,10,5111,No
D,Ship,4,2,157,4,low,F,6,4964,No
F,Ship,4,3,130,3,medium,F,3,4317,No
A,Ship,3,3,273,2,medium,F,7,5491,No
B,Ship,4,5,154,3,medium,F,9,5489,Yes
C,Ship,4,2,166,3,medium,F,8,4758,No
F,Ship,5,5,171,3,low,M,8,4227,No
D,Ship,5,4,177,2,low,M,2,5618,Yes
F,Ship,2,5,195,3,low,M,3,5785,No
A,Ship,5,4,269,2,low,F,9,5517,No
B,Ship,4,1,196,3,low,M,4,4634,Yes
C,Ship,3,1,244,3,high,M,7,5140,Yes
F,Ship,3,3,137,3,medium,M,1,5490,Yes
D,Ship,3,2,201,3,high,M,6,5165,Yes
F,Ship,3,3,211,3,medium,M,7,5185,No
A,Ship,5,3,266,3,medium,F,4,4195,No
B,Ship,5,3,222,2,low,F,2,5953,Yes
C,Ship,5,4,241,4,high,M,6,4412,Yes
F,Ship,3,2,226,4,medium,F,8,5225,No
D,Ship,3,5,254,3,medium,M,3,4072,No
F,Road,4,5,222,3,medium,F,8,4950,No
A,Road,4,4,148,3,medium,F,5,4892,No
B,Road,4,3,194,3,medium,M,3,5916,Yes
C,Road,4,1,177,2,high,F,7,5599,Yes
F,Road,2,2,150,3,low,F,6,5854,Yes
D,Road,3,2,111,2,low,F,4,4245,Yes
F,Road,5,4,172,3,low,F,3,5064,Yes
A,Road,4,5,234,3,low,M,3,5438,No
B,Road,5,5,257,4,medium,M,10,5180,Yes
C,Road,3,1,221,3,high,M,3,5005,Yes
F,Road,5,1,171,5,medium,F,8,4699,No
D,Road,4,4,231,2,low,F,4,5825,No
F,Road,5,5,187,4,medium,F,9,5326,No
A,Road,5,4,233,3,low,M,8,5076,Yes
B,Road,4,4,268,6,medium,F,3,4834,No
C,Road,4,2,262,3,low,F,9,4941,No
F,Road,3,4,284,10,low,M,8,4562,Yes
D,Road,3,3,259,3,medium,F,5,4664,No
F,Road,3,1,221,10,medium,M,10,5473,No
A,Road,5,5,271,4,high,F,6,4547,Yes
B,Road,5,4,249,3,high,F,2,4397,Yes
C,Road,5,5,259,3,medium,F,5,4315,No
F,Flight,3,1,176,3,low,M,5,5316,Yes
D,Flight,4,1,139,3,low,M,6,4942,Yes
F,Flight,3,4,243,3,medium,F,8,4959,No
A,Flight,5,2,248,3,medium,M,5,5946,No
B,Flight,3,5,247,3,low,F,4,5891,Yes
C,Flight,5,5,230,10,high,M,10,5619,Yes
F,Flight,5,3,134,3,high,M,8,5016,No
D,Flight,4,1,184,3,low,F,8,4667,No
F,Flight,4,5,263,3,medium,F,6,5445,No
A,Flight,5,4,121,5,high,F,4,4814,No
B,Flight,3,2,160,3,medium,M,3,5807,No
C,Flight,4,2,229,4,medium,M,3,5340,No
F,Flight,7,3,306,4,medium,M,4,1739,Yes
D,Flight,6,2,291,4,low,M,8,1019,No
F,Flight,6,4,292,4,low,F,10,1321,Yes
A,Flight,6,2,293,5,low,M,2,1494,No
B,Flight,6,4,275,4,low,M,9,1585,No
C,Flight,6,3,274,4,low,M,2,1833,Yes
F,Flight,7,5,310,4,low,F,5,1975,No
D,Flight,6,3,292,4,low,F,10,1270,No
F,Flight,6,5,256,5,low,M,10,1686,No
A,Flight,4,5,234,3,low,M,5,5213,No
B,Ship,5,1,257,4,medium,M,1,4924,No
C,Ship,3,1,221,3,high,M,1,4948,No
F,Ship,5,1,171,5,medium,F,2,5921,Yes
D,Ship,4,1,231,2,low,F,1,5917,Yes
F,Ship,5,1,187,4,medium,F,8,5164,No
A,Ship,5,1,233,3,low,M,10,5289,No
B,Ship,4,2,268,6,medium,M,2,4348,No
C,Ship,4,3,262,3,low,M,9,4404,Yes
F,Ship,3,4,284,10,low,M,5,5479,No
D,Ship,3,3,259,3,medium,F,4,4259,No
F,Ship,3,5,221,10,medium,F,7,5743,Yes
A,Ship,5,5,271,4,high,M,10,4305,Yes
B,Ship,5,2,249,3,high,F,8,5000,Yes
C,Ship,5,5,259,3,medium,F,1,4608,No
F,Ship,3,1,176,3,low,F,7,4276,No
D,Ship,4,1,139,3,low,F,1,5502,Yes
F,Ship,3,1,243,3,medium,F,2,5827,Yes
A,Ship,5,3,248,3,medium,M,10,5567,Yes
B,Ship,3,4,247,3,low,M,6,4873,No
C,Ship,5,5,230,10,high,F,3,5391,No
F,Ship,5,5,134,3,high,F,5,5783,Yes
D,Ship,4,2,184,3,low,M,10,4931,No
F,Ship,4,4,263,3,medium,M,10,4680,No
A,Ship,5,2,121,5,high,F,4,5833,No
B,Ship,3,1,160,3,medium,F,4,5132,No
C,Ship,4,1,229,4,medium,F,2,5378,Yes
F,Ship,7,5,306,4,medium,F,2,1281,No
D,Ship,6,2,291,4,low,F,7,1046,No
F,Ship,6,4,292,4,low,M,9,1056,Yes
A,Ship,6,5,293,5,low,F,1,1278,No
B,Ship,6,4,275,4,low,M,10,1266,Yes
C,Ship,6,3,274,4,low,M,10,1174,No
F,Ship,7,2,310,4,low,M,4,1806,No
D,Ship,6,5,292,4,low,F,10,1969,Yes
F,Ship,6,1,275,4,low,F,5,1228,No
A,Ship,7,3,310,4,medium,M,8,1860,Yes
B,Ship,7,5,281,4,low,M,8,1987,Yes
C,Ship,6,5,256,4,low,M,5,1033,Yes
F,Ship,6,4,304,4,low,F,2,1749,No
D,Ship,6,4,285,4,medium,M,6,1582,No
F,Ship,7,4,283,5,low,M,6,1882,Yes
A,Ship,6,1,304,4,low,F,4,1236,Yes
B,Ship,6,3,282,4,medium,M,3,1661,No
C,Ship,6,2,304,5,medium,M,6,1178,Yes
F,Ship,6,2,301,5,medium,M,3,1844,Yes
D,Ship,7,2,296,4,low,F,6,1005,Yes
F,Ship,6,4,264,4,low,M,1,1660,Yes
A,Ship,6,4,306,4,low,F,6,1461,No
B,Ship,7,4,243,4,medium,F,6,1362,Yes
C,Ship,6,2,286,4,low,M,9,1418,No
F,Ship,6,2,247,4,medium,M,1,1668,No
D,Ship,7,5,292,5,low,M,5,1932,Yes
F,Ship,6,2,281,2,medium,F,9,1715,Yes
A,Ship,6,5,294,4,low,M,4,1302,No
B,Ship,5,1,279,4,low,F,3,1499,No
C,Ship,6,4,298,4,medium,M,9,1629,No
F,Ship,6,3,248,4,low,F,6,1997,Yes
D,Ship,6,5,261,4,low,F,3,1217,Yes
F,Ship,5,2,136,2,low,M,3,1370,No
A,Ship,6,3,259,5,medium,F,1,1271,No
B,Ship,6,4,292,4,medium,F,7,1094,Yes
C,Ship,7,4,305,4,medium,F,6,1873,No
F,Ship,6,2,304,4,low,F,9,1392,No
D,Ship,3,5,218,2,low,M,4,5142,No
F,Ship,4,1,268,3,medium,M,6,4681,Yes
A,Ship,2,3,110,5,low,M,3,4124,No
B,Ship,4,4,248,3,low,F,1,5198,No
C,Ship,4,3,194,2,medium,M,4,5780,Yes
F,Ship,5,4,151,2,low,F,10,5643,Yes
D,Ship,3,2,205,2,low,M,6,4853,No
F,Ship,2,1,275,2,low,F,5,4163,Yes
A,Ship,5,3,229,2,medium,M,10,5149,No
B,Ship,3,4,169,3,low,F,4,5716,No
C,Ship,3,1,137,5,low,F,8,4980,Yes
F,Ship,3,2,263,3,medium,F,3,4181,No
D,Ship,5,4,187,3,low,F,1,4181,No
F,Ship,4,3,287,4,low,M,6,5889,No
A,Ship,4,4,134,2,medium,F,5,5230,No
B,Ship,5,4,244,3,medium,F,3,4015,No
C,Ship,4,3,229,2,medium,F,8,5868,No
F,Ship,5,1,203,5,medium,M,2,4845,No
D,Ship,4,5,183,2,medium,F,8,4422,No
F,Ship,4,2,146,2,medium,M,4,4348,Yes
A,Ship,4,4,252,3,medium,M,1,5676,Yes
B,Ship,3,5,133,3,medium,M,7,4314,No
C,Ship,3,3,207,3,low,M,7,4816,Yes
F,Ship,3,4,243,3,medium,M,8,5705,Yes
D,Ship,2,1,219,4,low,M,7,5573,Yes
F,Ship,3,1,182,2,low,F,3,5510,Yes
A,Ship,5,5,257,3,medium,F,5,5084,No
B,Ship,4,2,256,4,medium,M,4,5469,No
C,Ship,3,5,181,4,high,F,1,4971,Yes
F,Ship,3,1,219,3,medium,M,6,4893,Yes
D,Road,4,3,227,2,low,M,3,4375,No
F,Road,3,5,232,2,high,F,8,5146,No
A,Road,6,4,143,4,medium,M,4,4401,No
B,Road,4,3,274,3,high,F,7,5517,No
C,Road,4,4,186,3,low,F,2,4430,No
F,Road,3,4,273,3,low,M,3,5163,Yes
D,Road,3,3,199,3,low,M,7,5258,Yes
F,Road,4,4,238,3,medium,F,5,4724,Yes
A,Road,4,3,175,3,medium,F,4,5784,No
B,Road,4,2,252,6,medium,M,2,5476,No
C,Road,6,1,250,3,low,M,5,5621,Yes
F,Road,3,2,254,2,medium,F,10,5608,No
D,Road,2,4,201,2,high,M,2,5115,No
F,Road,5,1,234,3,high,F,9,5548,No
A,Road,4,2,164,4,low,M,2,5008,No
B,Road,4,1,197,3,low,M,2,4326,No
C,Road,4,3,158,4,medium,M,7,4460,No
F,Road,3,2,158,3,medium,M,4,5335,No
D,Road,5,3,111,4,medium,F,8,4575,No
F,Road,5,3,215,3,low,F,2,4731,Yes
A,Road,6,3,233,3,medium,F,9,4293,Yes
B,Road,4,4,204,3,medium,M,8,5614,No
C,Flight,2,5,254,2,low,M,10,5718,Yes
F,Flight,5,1,162,3,medium,F,1,5537,No
D,Flight,4,1,249,5,low,M,9,4396,No
F,Flight,3,2,151,3,low,F,7,5154,Yes
A,Flight,4,2,243,2,medium,F,6,4573,No
B,Flight,4,2,181,3,low,M,4,5078,No
C,Flight,4,3,241,2,medium,F,4,5942,Yes
F,Flight,3,3,175,3,low,M,2,5740,Yes
D,Flight,3,1,191,2,medium,F,10,5073,No
F,Flight,4,5,260,3,high,M,10,4919,No
A,Flight,4,1,263,4,low,M,9,4390,No
B,Flight,4,1,254,2,low,M,10,4230,Yes
C,Flight,5,5,103,6,medium,F,2,4860,No
F,Flight,5,2,254,5,medium,F,2,5655,Yes
D,Flight,5,4,235,2,medium,M,9,5549,No
F,Flight,4,3,167,3,medium,F,1,4621,Yes
A,Flight,4,5,140,5,medium,F,3,4191,Yes
B,Flight,4,1,231,3,medium,M,2,4940,No
C,Flight,2,4,144,4,low,F,8,5760,Yes
F,Flight,4,5,183,2,medium,F,2,4533,Yes
D,Flight,4,3,149,3,low,F,3,5542,No
F,Flight,4,4,145,2,medium,M,8,5645,Yes
A,Ship,3,3,223,3,medium,F,4,5062,Yes
B,Ship,4,2,251,2,low,F,10,4898,Yes
C,Ship,4,2,240,3,medium,M,9,5170,Yes
F,Ship,4,5,226,5,low,F,5,4833,No
D,Ship,4,1,200,2,low,M,5,5072,Yes
F,Ship,3,4,213,3,high,F,4,5996,No
A,Ship,3,4,166,2,low,F,10,5258,No
B,Ship,5,2,203,6,medium,F,7,5289,No
C,Ship,3,4,175,2,medium,M,9,5643,Yes
F,Ship,4,2,197,3,low,F,6,5826,No
D,Ship,4,1,158,3,medium,M,5,5782,No
F,Ship,4,2,257,2,low,M,7,5325,Yes
A,Ship,3,1,183,2,medium,F,3,4042,No
B,Ship,3,3,254,2,medium,M,8,4890,Yes
C,Ship,3,1,219,2,medium,F,10,4390,Yes
F,Ship,3,5,271,4,low,M,3,5831,Yes
D,Ship,4,4,236,2,medium,F,5,5266,No
F,Ship,5,1,170,4,high,M,6,5258,Yes
A,Ship,5,4,203,2,high,F,2,4190,Yes
B,Ship,3,5,258,3,low,M,5,4314,Yes
C,Ship,4,5,228,2,low,F,4,4783,Yes
F,Ship,6,3,251,5,medium,M,8,4877,No
D,Ship,3,3,166,2,medium,M,4,4254,Yes
F,Ship,3,5,147,3,low,F,4,5042,No
A,Ship,5,4,248,4,medium,F,5,4271,Yes
B,Ship,3,2,238,4,low,F,7,5254,No
C,Ship,4,4,219,2,medium,M,7,4604,No
F,Ship,5,2,226,3,medium,M,6,4700,Yes
D,Ship,3,3,211,4,low,M,7,4733,No
F,Ship,5,4,139,3,medium,F,6,5721,No
A,Ship,4,2,137,2,medium,F,2,5804,Yes
B,Ship,4,4,222,2,medium,M,7,4343,No
C,Ship,2,3,257,2,low,F,1,5331,Yes
F,Ship,5,1,186,4,medium,M,5,5239,No
D,Ship,4,2,262,3,low,M,4,5085,No
F,Ship,4,3,248,3,low,M,5,4781,Yes
A,Ship,5,3,245,3,medium,F,5,5663,No
B,Ship,5,3,202,4,low,M,6,5107,No
C,Ship,4,3,279,6,medium,M,2,5405,No
F,Ship,5,1,263,3,medium,M,6,4505,Yes
D,Ship,3,5,227,4,low,F,9,4647,No
F,Ship,5,3,245,4,high,M,8,4129,Yes
A,Ship,4,5,142,2,medium,F,7,4594,Yes
B,Ship,5,3,192,3,medium,F,6,4037,Yes
C,Ship,4,3,190,4,medium,M,4,4102,Yes
F,Ship,2,2,146,4,low,M,4,5817,No
D,Ship,4,3,161,2,medium,M,3,4391,Yes
F,Ship,3,3,192,3,low,F,1,4180,Yes
A,Ship,3,1,267,3,low,M,5,5528,No
B,Ship,5,5,186,4,medium,F,9,5592,Yes
C,Ship,4,2,149,5,medium,F,8,4209,No
F,Ship,4,4,246,3,low,M,2,5473,Yes
D,Ship,3,2,177,4,low,F,3,5527,No
F,Ship,4,5,199,2,low,F,8,4463,No
A,Ship,5,2,247,3,medium,F,3,4698,Yes
B,Ship,4,5,157,3,medium,F,2,4343,Yes
C,Ship,3,1,202,3,medium,F,9,4322,No
F,Ship,4,2,150,3,low,M,6,5787,Yes
D,Ship,5,5,209,2,low,F,3,4348,No
F,Ship,5,3,223,3,low,M,6,5977,No
A,Ship,3,3,234,3,low,F,8,4839,Yes
B,Ship,6,1,147,3,medium,F,5,4012,No
C,Ship,6,5,201,5,medium,M,3,5771,No
F,Ship,5,3,134,2,low,M,10,5279,Yes
D,Ship,4,1,229,4,low,F,3,4352,Yes
F,Ship,4,4,200,4,low,F,3,5583,Yes
A,Ship,4,4,239,3,low,M,4,4756,No
B,Ship,5,4,237,6,medium,M,2,4541,No
C,Ship,5,2,121,5,medium,F,10,4790,No
F,Ship,3,4,156,3,medium,M,6,5255,Yes
D,Ship,5,3,195,4,low,F,9,5577,No
F,Ship,4,4,261,3,high,M,9,5515,No
A,Ship,2,1,255,2,medium,M,9,5936,Yes
B,Ship,3,5,212,4,low,F,9,5791,No
C,Ship,4,4,241,3,low,F,8,5206,Yes
F,Ship,4,5,266,3,medium,F,4,5928,Yes
D,Ship,4,5,253,2,low,M,8,5652,No
F,Ship,4,3,192,3,medium,F,10,5190,No
A,Ship,4,4,263,4,medium,M,7,4041,Yes
B,Ship,4,5,198,6,medium,F,6,5380,No
C,Ship,3,1,225,2,high,M,6,5274,Yes
F,Ship,3,1,209,2,medium,F,3,4184,No
D,Ship,3,4,222,3,medium,M,3,4068,No
F,Ship,3,1,162,3,medium,F,7,5971,No
A,Ship,5,1,217,2,medium,M,6,5518,No
B,Ship,3,5,252,4,low,F,7,5328,Yes
C,Ship,4,1,236,3,low,F,4,4248,No
F,Ship,4,4,113,3,medium,F,1,5610,Yes
D,Ship,6,4,157,6,low,F,9,5354,Yes
F,Ship,5,3,169,4,low,F,4,5683,No
A,Ship,5,3,268,3,medium,F,9,4152,Yes
B,Ship,4,4,259,7,medium,M,7,4408,No
C,Ship,3,2,135,7,medium,F,5,4716,No
F,Road,4,1,196,5,low,M,7,5380,No
D,Road,5,5,132,2,high,F,1,4233,No
F,Road,3,5,256,2,medium,F,9,5750,No
A,Road,3,5,240,8,low,M,9,4436,Yes
B,Road,2,3,225,7,high,M,7,4009,Yes
C,Road,5,2,205,3,low,F,3,5182,No
F,Road,4,4,146,3,low,F,10,5805,No
D,Road,7,3,281,4,low,F,4,1480,No
F,Road,6,4,256,4,low,F,2,1752,Yes
A,Road,6,2,304,4,low,M,2,1256,Yes
B,Road,6,4,285,4,medium,M,9,1180,No
C,Road,7,5,283,5,low,M,8,1578,No
F,Road,6,4,304,4,low,M,6,1890,Yes
D,Road,6,1,282,4,medium,M,4,1716,No
F,Road,6,3,304,5,medium,F,6,1184,No
A,Road,6,5,301,5,medium,M,3,1628,No
B,Road,7,1,296,4,low,F,10,1230,Yes
C,Road,6,5,264,4,low,M,1,1039,Yes
F,Road,6,4,306,4,low,M,9,1595,No
D,Road,4,1,241,3,low,M,4,4493,Yes
F,Road,4,5,266,3,medium,M,8,4889,No
A,Road,4,4,253,2,low,F,6,5892,No
B,Flight,4,2,192,3,medium,F,3,4922,No
C,Flight,4,5,263,4,medium,F,7,4243,Yes
F,Flight,4,4,198,6,medium,M,9,5730,Yes
D,Flight,3,4,225,2,high,M,5,5997,No
F,Flight,3,2,209,2,medium,M,6,5095,Yes
A,Flight,3,1,222,3,medium,F,8,4650,Yes
B,Flight,3,5,162,3,medium,M,1,4480,No
C,Flight,5,4,217,2,medium,M,4,4380,Yes
F,Flight,3,4,252,4,low,F,10,5495,No
D,Flight,4,5,236,3,low,M,8,4132,No
F,Flight,4,5,113,3,medium,F,10,4053,Yes
A,Flight,6,1,157,6,low,M,1,4631,Yes
B,Flight,5,5,169,4,low,F,2,4188,No
C,Flight,5,5,268,3,medium,M,2,4459,Yes
F,Flight,4,1,259,7,medium,F,4,5102,No
D,Flight,3,2,135,7,medium,M,8,4901,No
F,Flight,4,4,196,5,low,F,6,4258,No
A,Flight,5,5,132,2,high,M,6,4392,No
B,Flight,3,5,256,2,medium,F,4,5368,Yes
C,Flight,3,2,240,8,low,F,9,4908,No
F,Flight,2,2,225,7,high,M,9,4947,Yes
D,Flight,5,2,205,3,low,F,2,4270,No
F,Ship,4,4,146,3,low,M,10,4472,Yes
A,Ship,7,3,281,4,low,M,1,1215,Yes
B,Ship,6,4,256,4,low,F,9,1676,No
C,Ship,6,4,304,4,low,M,7,1226,Yes
F,Ship,6,2,285,4,medium,M,6,1016,Yes
D,Ship,7,2,283,5,low,F,10,1722,Yes
F,Ship,6,5,304,4,low,F,6,1864,Yes
A,Ship,6,2,282,4,medium,M,8,1553,No
B,Ship,6,3,304,5,medium,F,10,1254,Yes
C,Ship,6,5,301,5,medium,F,7,1209,Yes
F,Ship,7,1,296,4,low,M,4,1446,No
D,Ship,6,5,264,4,low,F,4,1822,Yes
F,Ship,6,4,304,4,low,M,6,1342,No
A,Ship,6,2,305,4,low,M,8,1015,No
B,Ship,6,2,309,4,low,M,7,1941,No
C,Ship,6,5,266,4,medium,F,6,1312,Yes
F,Ship,4,1,233,4,low,M,2,1809,No
D,Ship,5,3,287,4,low,M,2,1437,No
F,Ship,6,5,268,4,low,M,10,1170,No
A,Ship,6,2,290,4,medium,M,2,1070,Yes
B,Ship,7,4,291,4,high,M,4,1248,Yes
C,Ship,5,3,227,5,medium,M,2,1965,No
F,Ship,3,5,222,2,low,M,9,1321,No
D,Ship,6,5,301,4,medium,F,2,1943,No
F,Ship,6,2,304,4,medium,F,10,1983,Yes
A,Ship,4,2,133,3,low,M,2,1212,Yes
B,Ship,4,1,218,5,low,F,5,1238,No
C,Ship,5,5,304,5,low,F,8,1949,Yes
F,Ship,6,1,260,4,medium,M,9,1698,Yes
D,Ship,6,5,252,4,low,F,9,1460,No
F,Ship,4,2,253,5,low,M,5,1812,No
A,Ship,6,4,248,4,low,F,6,1851,No
B,Ship,5,3,237,5,medium,F,4,1733,Yes
C,Ship,5,3,264,5,medium,F,5,1399,No
F,Ship,6,1,308,4,medium,M,1,1216,Yes
D,Ship,7,3,270,4,medium,F,10,1211,No
F,Ship,6,3,269,4,medium,F,6,1822,Yes
A,Ship,6,1,271,4,low,F,9,1302,No
B,Ship,7,1,244,5,medium,F,3,1418,Yes
C,Ship,6,2,245,4,low,F,8,1904,No
F,Ship,5,4,219,5,low,M,5,1388,Yes
D,Ship,6,2,257,4,low,F,4,1929,Yes
F,Ship,3,3,226,3,low,M,4,5048,No
A,Ship,4,4,200,2,low,M,5,5783,No
B,Ship,4,4,260,2,low,M,3,5801,No
C,Ship,3,4,142,2,medium,F,7,5346,No
F,Ship,5,3,193,5,medium,M,3,5888,No
D,Ship,5,2,180,3,medium,M,1,4655,Yes
F,Ship,4,3,232,3,medium,F,8,5298,Yes
A,Ship,3,2,148,2,low,F,1,4133,Yes
B,Ship,5,3,205,4,low,M,9,4277,No
C,Ship,3,4,212,3,medium,F,3,4811,No
F,Ship,3,4,168,2,medium,M,9,5235,Yes
D,Ship,3,5,145,2,low,F,2,4232,Yes
F,Ship,3,5,253,3,medium,M,9,5979,Yes
A,Ship,3,5,143,2,low,F,6,4253,No
B,Ship,4,2,267,5,low,M,9,4720,Yes
C,Ship,6,1,123,5,medium,M,5,5323,Yes
F,Ship,5,1,106,5,medium,F,4,4180,No
D,Ship,2,2,249,3,low,F,3,4129,Yes
F,Ship,5,1,178,2,low,F,5,4369,No
A,Ship,4,3,148,4,low,F,1,4243,No
B,Ship,4,1,144,4,medium,M,6,5197,Yes
C,Ship,3,1,249,2,low,F,2,5572,Yes
F,Ship,5,5,128,3,low,M,9,5143,Yes
D,Ship,4,4,228,4,high,M,1,5573,No
F,Ship,3,4,242,2,low,F,10,5559,Yes
A,Ship,4,2,272,3,medium,F,1,4933,Yes
B,Ship,4,1,173,2,medium,F,8,4893,No
C,Ship,3,2,189,6,low,M,7,4329,No
F,Ship,4,2,245,2,low,M,3,4000,No
D,Ship,4,1,211,3,high,M,5,5757,Yes
F,Ship,2,1,214,3,high,M,1,4391,No
A,Ship,5,4,215,2,low,F,1,5669,No
B,Ship,3,1,248,2,medium,M,1,5703,No
C,Ship,3,1,225,3,medium,M,2,4284,No
F,Ship,5,1,120,3,low,M,7,4381,Yes
D,Ship,5,2,243,3,low,F,8,4133,Yes
F,Ship,3,4,214,2,low,M,10,4794,No
A,Ship,3,1,144,3,low,F,8,5221,Yes
B,Ship,3,1,242,6,low,M,10,5493,Yes
C,Ship,4,5,160,5,medium,F,3,4648,Yes
F,Ship,5,5,139,4,medium,F,3,4433,Yes
D,Ship,3,1,221,4,medium,F,8,5971,No
F,Ship,5,5,266,2,medium,M,7,5712,Yes
A,Ship,5,4,140,4,low,F,10,4528,No
B,Ship,4,4,134,2,low,M,1,5209,Yes
C,Ship,3,3,260,2,low,M,7,5738,No
F,Ship,5,4,261,6,medium,F,4,5349,No
D,Ship,5,2,274,4,medium,F,7,4929,No
F,Ship,4,5,263,3,medium,M,3,4020,No
A,Ship,4,4,189,4,medium,F,9,5838,Yes
B,Ship,4,5,257,2,low,M,3,5394,No
C,Road,5,5,195,4,medium,M,1,4482,No
F,Road,2,3,201,3,medium,M,5,5733,Yes
D,Road,4,4,264,4,medium,M,9,5186,No
F,Road,3,2,180,2,high,M,10,4024,No
A,Road,3,1,220,3,low,F,6,5572,Yes
B,Road,5,1,113,3,medium,F,6,5509,Yes
C,Road,4,2,168,2,high,F,9,5684,No
F,Road,5,2,251,3,low,M,9,4298,Yes
D,Road,4,2,245,3,medium,F,2,4835,Yes
F,Road,4,4,164,4,medium,F,1,4365,Yes
A,Road,3,1,232,2,medium,M,4,5806,Yes
B,Road,4,3,138,3,high,M,2,5358,No
C,Road,4,2,233,3,low,F,3,5740,Yes
F,Road,4,4,150,2,medium,F,1,4711,Yes
D,Road,3,5,253,2,medium,M,7,5846,No
F,Road,4,4,179,3,medium,M,5,4061,Yes
A,Road,5,2,135,2,medium,M,4,5405,No
B,Road,3,1,166,2,medium,F,9,5853,Yes
C,Road,3,4,196,2,medium,F,5,4342,Yes
F,Road,4,4,238,2,low,F,4,4337,Yes
D,Road,2,2,159,6,low,F,6,4044,No
F,Road,3,5,226,2,medium,M,3,4208,Yes
A,Flight,5,1,182,5,high,F,6,5398,No
B,Flight,5,5,173,3,low,M,4,5265,Yes
C,Flight,3,2,257,5,low,M,5,4130,Yes
F,Flight,2,3,223,3,low,F,9,5653,No
D,Flight,4,2,194,3,low,F,3,5174,No
F,Flight,5,4,281,3,low,F,10,5675,No
A,Flight,5,4,236,3,medium,F,1,5711,No
B,Flight,3,5,165,4,low,M,6,4795,Yes
C,Flight,4,2,200,2,low,F,8,4222,No
F,Flight,3,3,168,4,low,F,2,4541,Yes
D,Flight,4,3,266,6,medium,F,5,5209,No
F,Flight,2,1,226,2,medium,F,1,5576,No
A,Flight,5,3,143,2,medium,M,5,5612,Yes
B,Flight,4,2,116,3,low,F,2,5602,Yes
C,Flight,4,4,139,2,high,F,9,4446,Yes
F,Flight,4,3,248,2,medium,F,2,4700,No
D,Flight,5,4,135,2,low,M,5,5834,No
F,Flight,4,4,265,2,medium,F,9,4106,No
A,Flight,5,5,175,6,medium,F,2,4995,Yes
B,Flight,6,2,256,3,medium,M,1,4435,Yes
C,Flight,5,4,217,2,medium,F,3,5925,No
F,Flight,4,4,203,3,medium,M,8,4443,No
D,Ship,3,4,145,2,high,F,5,5513,No
F,Ship,3,2,268,3,low,M,9,4215,No
A,Ship,4,5,206,2,medium,F,10,4437,No
B,Ship,3,2,215,3,medium,F,10,4198,Yes
C,Ship,4,1,177,3,medium,F,5,4382,No
F,Ship,3,3,183,3,low,F,3,5538,No
D,Ship,4,2,227,5,medium,M,6,4618,No
